Season,Week,Celebrity,Vote_Share,Survival_Value,Judge_Score
14,2,Melissa Gilbert,0.09938160741519429,0.17373104979410006,20.0
14,2,Gavin DeGraw,0.0956452423396004,0.17371215683745145,21.0
14,2,Jaleel White,0.09381223023352359,0.17559661685031994,22.0
14,2,Roshon Fegan,0.0935084735386322,0.1901627486312097,26.0
14,2,William Levy,0.0901272053680497,0.1830640083416819,25.0
14,2,Donald Driver,0.0891122654507497,0.1783315963054366,24.0
14,2,Maria Menounos,0.08538503501701346,0.17832183799064566,25.0
14,2,Katherine Jenkins,0.08391124202602775,0.18056551711860525,26.0
14,2,Sherri Sheperd,0.0718662448468091,0.15736810358255074,23.0
14,2,Jack Wagner,0.05176950414000327,0.12983641863785433,21.0
14,2,Martina Navratilova,0.04399226532853632,0.10718929135060623,17.0
14,3,Gladys Knight,0.10963212298437905,0.19534640869835865,24.0
14,3,Melissa Gilbert,0.10367537153367434,0.18938965724765394,24.0
14,3,Gavin DeGraw,0.10004047587245803,0.1857547615864376,24.0
14,3,Jaleel White,0.09904126094572728,0.18832697523112268,25.0
14,3,Roshon Fegan,0.09778761772582918,0.1870733320112246,25.0
14,3,William Levy,0.09637991157063505,0.1963799115702779,28.0
14,3,Donald Driver,0.09331266487003147,0.1861698077268427,26.0
14,3,Maria Menounos,0.09085453936721863,0.18728311079544568,27.0
14,3,Katherine Jenkins,0.08909196356268502,0.1926633921337437,29.0
14,3,Sherri Sheperd,0.07013261983323789,0.15584690554721747,24.0
14,3,Jack Wagner,0.0500514516489638,0.1357657373629434,24.0
14,4,Gladys Knight,0.11472426305046286,0.2005611729213391,20.0
14,4,Melissa Gilbert,0.11201208135003776,0.20643268220800162,22.0
14,4,Roshon Fegan,0.10718855952654324,0.21877654235868235,26.0
14,4,William Levy,0.10612838598094954,0.2005489868389134,22.0
14,4,Jaleel White,0.10601910406091973,0.20043970491888358,22.0
14,4,Maria Menounos,0.09974712698765546,0.2113351098197946,26.0
14,4,Gavin DeGraw,0.09863980916815976,0.19735225551966745,23.0
14,4,Donald Driver,0.09761363724885148,0.2134934655745344,27.0
14,4,Katherine Jenkins,0.09752459791058218,0.20052888975563365,24.0
14,4,Sherri Sheperd,0.060402434625012415,0.15053118998943246,21.0
14,5,Melissa Gilbert,0.124369806208389,0.21811980620797047,21.0
14,5,Roshon Fegan,0.12080088089764307,0.23687230946855348,26.0
14,5,Gladys Knight,0.11974825503909137,0.21796254075293864,22.0
14,5,Maria Menounos,0.11421053757773289,0.2347462518629091,27.0
14,5,William Levy,0.1134195921013053,0.24288387781501303,29.0
14,5,Jaleel White,0.11093461632671701,0.21807747346909584,24.0
14,5,Donald Driver,0.10713011693507492,0.2276658312202511,27.0
14,5,Katherine Jenkins,0.1061321594145097,0.23559644512821742,29.0
14,5,Gavin DeGraw,0.08325403540061233,0.16807546397166223,19.0
14,6,Melissa Gilbert,0.14124400454617753,0.2575233897998729,30.0
14,6,Roshon Fegan,0.14117251484762042,0.24969916588850108,27.9998
14,6,Maria Menounos,0.13363531123389438,0.2499143088896389,29.999899999999997
14,6,William Levy,0.12607602588850347,0.2656112881929379,36.0
14,6,Donald Driver,0.12289123141708228,0.2546741471066528,33.9999
14,6,Katherine Jenkins,0.1219698122071849,0.27313262543903805,38.9999
14,6,Gladys Knight,0.1066824587996463,0.1997059670026026,24.0
14,6,Jaleel White,0.1063286409491817,0.24973910756617096,36.9998
14,7,Melissa Gilbert,0.1612727658831271,0.2893381609777971,23.5
14,7,Maria Menounos,0.15445961014217197,0.30977296163996315,28.5
14,7,Katherine Jenkins,0.1474827175665108,0.2946216821433656,27.0
14,7,Roshon Fegan,0.146791118949648,0.2884804922458786,26.0
14,7,Donald Driver,0.14548293930816758,0.28989710824471027,26.5
14,7,William Levy,0.144924359353549,0.2893385282900917,26.5
14,7,Jaleel White,0.09958648866959968,0.23855106632551815,25.5
14,8,Melissa Gilbert,0.1840392994452305,0.3400026021965702,25.5
14,8,Maria Menounos,0.1778115740172505,0.33989108471962315,26.5
14,8,Katherine Jenkins,0.1775548602816371,0.3457505789350427,27.5
14,8,Donald Driver,0.17174500625457204,0.33994072490797755,27.5
14,8,William Levy,0.17017417979166027,0.3444861063960988,28.5
14,8,Roshon Fegan,0.11867508006562319,0.2899289026945452,28.0
14,9,Katherine Jenkins,0.2689957009467691,0.5124739618142171,28.0
14,9,Donald Driver,0.26476447269966424,0.512590559654031,28.5
14,9,William Levy,0.260294863701796,0.5124687767430814,29.0
14,9,Maria Menounos,0.20594496244223318,0.46246670157043734,29.5
15,1,Kirstie Alley,0.09401679306602428,0.1627328870983255,19.0
15,1,Bristol Palin,0.0939925938162975,0.16451700611260664,19.5
15,1,Drew Lachey,0.08851967302833094,0.16627735838067179,21.5
15,1,Sabrina Bryan,0.08819329704313934,0.16956761892349603,22.5
15,1,Gilles Marini,0.08751944324730136,0.17431871991968184,24.0
15,1,Apolo Anton Ohno,0.0873674772048988,0.1669334808212476,22.0
15,1,Kelly Monaco,0.08496672351741522,0.16272440886975606,21.5
15,1,Emmitt Smith,0.08475843222056008,0.1733660271569485,24.5
15,1,Shawn Johnson,0.08430828463981284,0.16387428825616163,22.0
15,1,Melissa Rycroft,0.08221919354671128,0.1581685606350442,21.0
15,1,Helio Castroneves,0.05968678191890893,0.13744446727124976,21.5
15,1,Joey Fatone,0.03846456453619592,0.11260561336052091,20.5
15,1,Pamela Anderson,0.025986742141751774,0.08746956311802127,17.0
15,2,Bristol Palin,0.10087757596088584,0.16609496726499737,18.0
15,2,Kirstie Alley,0.09622396823564279,0.17231092475710624,21.0
15,2,Drew Lachey,0.09320058901935538,0.1747223281494948,22.5
15,2,Apolo Anton Ohno,0.09061606991654375,0.1793841858582511,24.5
15,2,Emmitt Smith,0.090324526020576,0.17184626515071544,22.5
15,2,Gilles Marini,0.0897927679440957,0.18218407229158703,25.5
15,2,Sabrina Bryan,0.08976275396202626,0.1839656525124096,26.0
15,2,Kelly Monaco,0.0872330296056921,0.16694317453293953,22.0
15,2,Shawn Johnson,0.08638524688377486,0.17696495702837423,25.0
15,2,Melissa Rycroft,0.08398558507260095,0.16913051260852435,23.5
15,2,Helio Castroneves,0.05629066612292734,0.13962399945595874,23.0
15,2,Joey Fatone,0.03530722118130268,0.1168289603114421,22.5
15,3,Kirstie Alley,0.10351495806721055,0.18984589331869856,24.0
15,3,Drew Lachey,0.10086071772164079,0.1871916529731288,24.0
15,3,Apolo Anton Ohno,0.09737585872096734,0.18910247742567338,25.5
15,3,Emmitt Smith,0.09726163830631479,0.18718969585994816,25.0
15,3,Sabrina Bryan,0.09591223722650179,0.18763885593120783,25.5
15,3,Gilles Marini,0.09571426906036108,0.18744088776506712,25.5
15,3,Shawn Johnson,0.09209475516063809,0.18741849616748946,26.5
15,3,Kelly Monaco,0.09120706362384642,0.18832936578177045,27.0
15,3,Bristol Palin,0.09050969407618886,0.17144494587445888,22.5
15,3,Melissa Rycroft,0.09012136752671437,0.1872436696846384,27.0
15,3,Helio Castroneves,0.04542744043170185,0.13715405913640788,25.5
15,4,Kirstie Alley,0.13113569288252144,0.22444829008285327,30.0
15,4,Emmitt Smith,0.11865978830480349,0.23063490494520172,36.0
15,4,Apolo Anton Ohno,0.11776299180935461,0.22507247858973622,34.5
15,4,Gilles Marini,0.11404729256047878,0.23690887887424905,39.5
15,4,Shawn Johnson,0.11167491434378934,0.2345365006575596,39.5
15,4,Kelly Monaco,0.1112060974689071,0.22784684396932192,37.5
15,4,Sabrina Bryan,0.11034791425035288,0.22076782093741223,35.5
15,4,Melissa Rycroft,0.10993695708085896,0.22502249362793492,37.0
15,4,Bristol Palin,0.07522835120647818,0.17476178822016547,32.0
15,6,Kirstie Alley,0.1431346285457229,0.264816044474388,27.5
15,6,Emmitt Smith,0.13552831109581825,0.252784948263441,26.5
15,6,Kelly Monaco,0.1329877282401521,0.25245675478829604,27.0
15,6,Gilles Marini,0.13033238472668632,0.25201380065535145,27.5
15,6,Shawn Johnson,0.13022460746620457,0.2541184127753909,28.0
15,6,Melissa Rycroft,0.13014714527693388,0.26067811872768376,29.5
15,6,Apolo Anton Ohno,0.1280649887340546,0.26080835156532567,30.0
15,6,Sabrina Bryan,0.06958020581235702,0.20232356864362808,30.0
15,8,Kirstie Alley,0.1604406790826158,0.28840300697264265,25.5
15,8,Kelly Monaco,0.15543987603948048,0.2976200730907157,28.3333
15,8,Emmitt Smith,0.155203360202267,0.30100714929151745,29.0554
15,8,Melissa Rycroft,0.14871934443840348,0.29926325960314093,30.0
15,8,Shawn Johnson,0.14845198785560557,0.2881231196540952,27.8333
15,8,Apolo Anton Ohno,0.14083764459271664,0.2877569640933378,29.2777
15,8,Gilles Marini,0.09090710767932399,0.23782642717994512,29.2777
15,9,Emmitt Smith,0.2196168963600641,0.4111066654858744,27.0
15,9,Kelly Monaco,0.21764930749961903,0.4099263123429465,27.110999999999997
15,9,Melissa Rycroft,0.20567646471653528,0.4097740620858623,28.7777
15,9,Shawn Johnson,0.20085932747765753,0.41007963078178356,29.5
15,9,Apolo Anton Ohno,0.1561980038008099,0.35911332915112687,28.611
16,1,D. L. Hughley,0.11935447454371513,0.17175622126837714,12.0
16,1,Andy Dick,0.09755467133073496,0.1717904791906728,17.0
16,1,Victor Ortiz,0.09317157175851344,0.17177419184550646,18.0
16,1,Lisa Vanderpump,0.09316385568371288,0.1717664757707059,18.0
16,1,Sean Lowe,0.08883648243937736,0.17180591475342555,19.0
16,1,Jacoby Jones,0.08448849033141222,0.17182473487251554,20.0
16,1,Ingo Rademacher,0.08444783226260884,0.17178407680371216,20.0
16,1,Dorothy Hamill,0.08034395936975917,0.17204701613791767,21.0
16,1,Kellie Pickler,0.08007887699801591,0.1717819337661744,21.0
16,1,Wynonna Judd,0.07551339886134191,0.15411601894833493,18.0
16,1,Zendaya,0.07298297010007254,0.17778646354939653,24.0
16,1,Alexandra Raisman,0.030063416240777623,0.12176647300893612,21.0
16,3,Andy Dick,0.11015048555337249,0.18674636060985517,18.0
16,3,Victor Ortiz,0.10911282296322745,0.2069853299798442,23.0
16,3,D. L. Hughley,0.10719007385532694,0.175275296127756,16.0
16,3,Sean Lowe,0.10123987681549675,0.19060173104805989,21.0
16,3,Ingo Rademacher,0.09719321494187526,0.18655506917443837,21.0
16,3,Jacoby Jones,0.09354159286724734,0.20417922799466615,25.9998
16,3,Kellie Pickler,0.08815888798060624,0.19454204778127662,25.0
16,3,Lisa Vanderpump,0.08547642168858394,0.17483827592114706,21.0
16,3,Zendaya,0.08515805310358016,0.19579568823099897,25.9998
16,3,Alexandra Raisman,0.061779442448115895,0.15965194946473266,23.0
16,3,Wynonna Judd,0.060999127693293596,0.12482902357369582,15.0
16,4,Victor Ortiz,0.11947909639275242,0.19983623924953653,18.0
16,4,Andy Dick,0.11889786274950005,0.21264786274908154,21.0
16,4,Sean Lowe,0.11057564182594914,0.19986135611126482,20.0
16,4,D. L. Hughley,0.10606273561539552,0.19981273561497698,21.0
16,4,Ingo Rademacher,0.10553862069678276,0.2082171921248958,23.0
16,4,Jacoby Jones,0.1019799669060279,0.2091228240484067,24.0
16,4,Kellie Pickler,0.09546514053304919,0.2115365691039596,26.0
16,4,Zendaya,0.09325425305777459,0.20932568162868498,26.0
16,4,Alexandra Raisman,0.07928803489106391,0.1998237491762401,27.0
16,4,Lisa Vanderpump,0.06945864723576933,0.14981579009255347,18.0
16,5,Andy Dick,0.13341804801567464,0.21954244992913818,18.0
16,5,Sean Lowe,0.11927184731262358,0.2341043831972416,24.0
16,5,Ingo Rademacher,0.11906166977710995,0.21954013867615074,21.0
16,5,Victor Ortiz,0.11903994781554933,0.2195184167145901,21.0
16,5,Jacoby Jones,0.11581814411948295,0.2402200579944858,26.0
16,5,Kellie Pickler,0.10524150202302875,0.23442810489322402,27.0
16,5,Zendaya,0.1049156573568615,0.2436716382174416,29.0
16,5,Alexandra Raisman,0.09984392833260229,0.21946115321241275,25.0
16,5,D. L. Hughley,0.08338925514209589,0.16951365705555943,18.0
16,6,Andy Dick,0.14140119284384328,0.255459548280904,21.5
16,6,Jacoby Jones,0.1361001434684466,0.25546353869327754,22.5
16,6,Sean Lowe,0.1335970426916147,0.25561295781033083,23.0
16,6,Ingo Rademacher,0.13353377885723466,0.2555496939759508,23.0
16,6,Zendaya,0.12035119918202829,0.2556297137701701,25.5
16,6,Kellie Pickler,0.11815040822959176,0.26138648249938895,27.0
16,6,Alexandra Raisman,0.11751317479371666,0.2554442092757436,26.0
16,6,Victor Ortiz,0.09935305981657891,0.2054538555719842,20.0
16,7,Jacoby Jones,0.15477093656988414,0.3015100670038693,27.0
16,7,Ingo Rademacher,0.1497824216267563,0.2856519868434092,25.0
16,7,Sean Lowe,0.14806881298645574,0.2785035955944425,24.0
16,7,Zendaya,0.140046356134675,0.3030898343946585,30.0
16,7,Kellie Pickler,0.13750888262714522,0.2951175782784626,29.0
16,7,Andy Dick,0.13613448180901902,0.228525786156343,17.0
16,7,Alexandra Raisman,0.13368810811266993,0.30760115158998563,32.0
16,8,Jacoby Jones,0.18407383140290476,0.3512764037490964,26.0
16,8,Ingo Rademacher,0.17673974866814268,0.3310805846800119,24.0
16,8,Zendaya,0.16832538500218386,0.3548205618498591,29.0
16,8,Kellie Pickler,0.16554033242063237,0.3423892070175658,27.5
16,8,Alexandra Raisman,0.15931988941342978,0.3393841980939438,28.0
16,8,Sean Lowe,0.1460008129351644,0.28104904444554996,21.0
16,9,Jacoby Jones,0.21854261939057132,0.42776247754511587,29.5
16,9,Zendaya,0.20915604026037196,0.4041915012518965,27.5
16,9,Kellie Pickler,0.20398242264971322,0.4096561815135028,29.0
16,9,Alexandra Raisman,0.19497178402401372,0.4041916421785583,29.5
16,9,Ingo Rademacher,0.17334713348822678,0.3541981973167314,25.5
16,10,Jacoby Jones,0.2740938148473981,0.5134094040039758,27.999899999999997
16,10,Zendaya,0.255843708009748,0.5122541835720655,30.0
16,10,Kellie Pickler,0.25580915349407585,0.5122196290563934,30.0
16,10,Alexandra Raisman,0.21425332342109163,0.46211678313133187,29.0
17,1,Bill Nye,0.12008252448640909,0.17477002448619547,14.0
17,1,Bill Engvall,0.10457689270034852,0.17488939270007386,18.0
17,1,Valerie Harper,0.09275662673721084,0.17478787673689042,21.0
17,1,Brant Daugherty,0.09096128315749796,0.1768987831571623,22.0
17,1,Christina Milian,0.08883320817747448,0.1747707081771388,22.0
17,1,Jack Osbourne,0.08525381753205301,0.17509756753170208,23.0
17,1,"Nicole ""Snooki"" Polizzi",0.08518482105308456,0.17502857105273362,23.0
17,1,Elizabeth Berkley Lauren,0.0812995132570726,0.1750495132567064,24.0
17,1,Corbin Bleu,0.08098994111644435,0.17473994111607816,24.0
17,1,Amber Riley,0.07774630805850286,0.18321505805809088,27.0
17,1,Keyshawn Johnson,0.049573326895240286,0.1159795768949809,17.0
17,1,Leah Remini,0.04274173674815333,0.12477298674783291,21.0
17,2,Bill Engvall,0.1033288861780609,0.18227625459881674,21.0
17,2,Bill Nye,0.0971355998084457,0.16104537424429566,17.0
17,2,Brant Daugherty,0.09298871660387883,0.1794548820170876,23.0
17,2,Valerie Harper,0.09115205694960896,0.16258062837791187,19.0
17,2,Jack Osbourne,0.08899703630139874,0.17922260021083397,24.0
17,2,"Nicole ""Snooki"" Polizzi",0.08748811268921594,0.16267608261374533,20.0
17,2,Christina Milian,0.08406105260961798,0.1780460150152797,25.0
17,2,Elizabeth Berkley Lauren,0.08306821086213041,0.17705317326779213,25.0
17,2,Corbin Bleu,0.08121523114413015,0.17895959204601833,26.0
17,2,Amber Riley,0.08101291303595443,0.17123847694538968,24.0
17,2,Leah Remini,0.06480292830217428,0.15502849221160953,24.0
17,2,Keyshawn Johnson,0.044749255433698475,0.1124184283657749,18.0
17,3,Bill Engvall,0.10813135333386874,0.20224900039232319,24.0
17,3,Brant Daugherty,0.10224074133269012,0.20812309427345138,27.0
17,3,Jack Osbourne,0.09697286310231575,0.183247372905899,22.0
17,3,"Nicole ""Snooki"" Polizzi",0.09388783536069693,0.19192705104658697,25.0
17,3,Valerie Harper,0.09237626441518475,0.15512136245415437,16.0
17,3,Elizabeth Berkley Lauren,0.09041640974651417,0.18845562543240424,25.0
17,3,Amber Riley,0.08910074784092956,0.18321839489938402,24.0
17,3,Leah Remini,0.089070138045073,0.18318778510352746,24.0
17,3,Corbin Bleu,0.08637325306649096,0.1883340373798166,26.0
17,3,Christina Milian,0.0810579620851023,0.18301874639842794,26.0
17,3,Bill Nye,0.0703724315845917,0.13311752962356133,16.0
17,4,Bill Engvall,0.1160129016077803,0.2046204965441153,21.0
17,4,Brant Daugherty,0.1154703297531459,0.20407792468948088,21.0
17,4,Leah Remini,0.10896982492712055,0.2102356477115034,24.0
17,4,Jack Osbourne,0.10335052557228046,0.2046163483566633,24.0
17,4,"Nicole ""Snooki"" Polizzi",0.10283940572248972,0.20410522850687257,24.0
17,4,Elizabeth Berkley Lauren,0.10178232344773698,0.21570637408016768,27.0
17,4,Amber Riley,0.10172352170381575,0.21564757233624646,27.0
17,4,Corbin Bleu,0.09578569324592819,0.2097097438783589,27.0
17,4,Valerie Harper,0.07811221181444594,0.1540615789027331,18.0
17,4,Christina Milian,0.07595326211157477,0.1772190848959576,24.0
17,5,Leah Remini,0.1333772900094221,0.22699431128561948,22.0
17,5,Bill Engvall,0.12493858832795708,0.2270662479019906,24.0
17,5,Brant Daugherty,0.11882739655843053,0.2337210135792182,27.0
17,5,Amber Riley,0.11629836660386482,0.22693666447573446,26.0
17,5,Elizabeth Berkley Lauren,0.11621262047149152,0.22685091834336113,26.0
17,5,Jack Osbourne,0.1125196835461424,0.2274133005669301,27.0
17,5,"Nicole ""Snooki"" Polizzi",0.11202625245866146,0.22691986947944914,27.0
17,5,Corbin Bleu,0.10795503648371658,0.22710397265342236,28.0
17,5,Christina Milian,0.05784476543867754,0.1769937016083833,28.0
17,7,Bill Engvall,0.14426585683999868,0.2571326739952453,25.0
17,7,Leah Remini,0.1357272484184858,0.2553660746030473,26.5
17,7,Elizabeth Berkley Lauren,0.13257704688702363,0.25447320941469,27.0
17,7,Amber Riley,0.13068446370563058,0.26386730794882163,29.5
17,7,Jack Osbourne,0.12700377079562075,0.25567194235260193,28.5
17,7,Brant Daugherty,0.1257016337005933,0.25436980525757447,28.5
17,7,Corbin Bleu,0.12150267249842947,0.25468551674162054,29.5
17,7,"Nicole ""Snooki"" Polizzi",0.08253730704132442,0.2044334695689908,27.0
17,8,Bill Engvall,0.17125792312198324,0.2962579231213322,24.0
17,8,Leah Remini,0.15069246496424835,0.29652579829682213,28.0
17,8,Amber Riley,0.14938175485699481,0.2952150881895686,28.0
17,8,Jack Osbourne,0.14492509755049504,0.30117509754968125,30.0
17,8,Elizabeth Berkley Lauren,0.14173068660943194,0.27193901994208713,25.0
17,8,Corbin Bleu,0.13840502507973418,0.2946550250789204,30.0
17,8,Brant Daugherty,0.10360704769103105,0.24423204769029863,27.0
17,9,Bill Engvall,0.20723012065856275,0.34056345399104954,21.0
17,9,Amber Riley,0.17879804027075863,0.34070280217449256,25.5
17,9,Jack Osbourne,0.169321202493363,0.340749773920846,27.0
17,9,Leah Remini,0.1691687421114656,0.3405973135389486,27.0
17,9,Corbin Bleu,0.16265793378493432,0.3467849179107494,29.0
17,9,Elizabeth Berkley Lauren,0.11282396053822782,0.2906017383148769,28.0
17,10,Bill Engvall,0.23309142763578874,0.4045199990633806,30.0
17,10,Jack Osbourne,0.20479726170824988,0.4076544045642336,35.5
17,10,Amber Riley,0.19802643806198045,0.4237407237749764,39.5
17,10,Corbin Bleu,0.1953181457107399,0.40960385999522975,37.5
17,10,Leah Remini,0.1687667267206591,0.35448101243388364,32.5
17,11,Jack Osbourne,0.2678599132759239,0.5124018060697328,27.999899999999997
17,11,Corbin Bleu,0.2531614801975455,0.512258034413034,29.6664
17,11,Bill Engvall,0.23960908241180662,0.4623167996555414,25.499899999999997
17,11,Amber Riley,0.23936952391639635,0.5130233596546303,31.333199999999998
18,1,Billy Dee Williams,0.1157594795116665,0.17301138790839454,15.0
18,1,Diana Nyad,0.10534636106421005,0.17404865114028373,18.0
18,1,Drew Carey,0.09296281743947865,0.17311548919489791,21.0
18,1,NeNe Leakes,0.09288101562069112,0.17303368737611038,21.0
18,1,Cody Simpson,0.08907447947582091,0.1730439451243554,22.0
18,1,Candace Cameron Bure,0.08825014196984822,0.18366998929772832,25.0
18,1,Meryl Davis,0.08300028313537246,0.17460333657013732,24.0
18,1,Amy Purdy,0.08195759633699523,0.1735606497717601,24.0
18,1,Danica McKellar,0.08152361070534189,0.17312666414010677,24.0
18,1,Charlie White,0.07752732417987387,0.18058075929398437,27.0
18,1,Sean Avery,0.04885524719024017,0.12519112505254423,20.0
18,1,James Maslow,0.04286164328991891,0.12301431504533818,21.0
18,2,Billy Dee Williams,0.12451860084749611,0.18599401068330973,15.0
18,2,Drew Carey,0.10244636978910016,0.18851194355923923,21.0
18,2,NeNe Leakes,0.10225246520220292,0.188318038972342,21.0
18,2,Candace Cameron Bure,0.10010092250017152,0.18616649627031062,21.0
18,2,Cody Simpson,0.0950762701143149,0.18524020454017487,22.0
18,2,Meryl Davis,0.09408860750683513,0.19654762389985786,25.0
18,2,Amy Purdy,0.09207782693787146,0.19043848267517327,24.0
18,2,Danica McKellar,0.091379360648481,0.1897400163857828,24.0
18,2,Charlie White,0.08801823660812037,0.1904772530011431,25.0
18,2,James Maslow,0.060920157572017866,0.1633791739650406,25.0
18,2,Sean Avery,0.04912118218307263,0.13518675595321172,21.0
18,5,Candace Cameron Bure,0.12889628042877568,0.23759193260235117,35.0
18,5,NeNe Leakes,0.12041663900140004,0.23221788123707768,36.0
18,5,Meryl Davis,0.11932107094832275,0.2311223131840004,36.0
18,5,Danica McKellar,0.11464443420957758,0.2357624466315617,39.0
18,5,Drew Carey,0.11411879754395858,0.20107531928281897,28.0
18,5,Amy Purdy,0.11324569697013528,0.22815252926791507,37.0
18,5,Charlie White,0.11308452050037192,0.22799135279815172,37.0
18,5,James Maslow,0.10405992256269775,0.228283525046784,40.0
18,5,Cody Simpson,0.07221263772537827,0.1778026998368516,34.0
18,6,Candace Cameron Bure,0.14082404728528958,0.2542992245898517,32.0
18,6,NeNe Leakes,0.1304943129820258,0.2475155895773555,33.0
18,6,Meryl Davis,0.1304528109622433,0.272296782592946,40.0
18,6,James Maslow,0.12942913913500237,0.2535426143118672,35.0
18,6,Charlie White,0.12807724796894931,0.25573682243658175,36.0
18,6,Danica McKellar,0.12769162810583762,0.25535120257347005,36.0
18,6,Amy Purdy,0.12303109440741575,0.2577828674565833,38.0
18,6,Drew Carey,0.08999971903557251,0.20347489634013466,32.0
18,7,Candace Cameron Bure,0.15782123167132495,0.30406629095928445,37.0
18,7,Meryl Davis,0.1520952533507928,0.306245450978642,39.0
18,7,James Maslow,0.1511534668167405,0.2894933877648103,35.0
18,7,Charlie White,0.1468517665032508,0.287167972036293,35.5
18,7,Danica McKellar,0.14479656768614352,0.28708905780415817,36.0
18,7,Amy Purdy,0.14060266724627393,0.28882401111920586,37.5
18,7,NeNe Leakes,0.10667904659515011,0.23711382920333024,33.0
18,8,Candace Cameron Bure,0.18409246179393537,0.34338449719146064,36.0
18,8,Meryl Davis,0.18146631764084892,0.3407583530383742,36.0
18,8,James Maslow,0.18144329993339034,0.3407353353309156,36.0
18,8,Amy Purdy,0.16668262695791006,0.3436737773996048,40.0
18,8,Charlie White,0.16371743766350283,0.34070858810519755,40.0
18,8,Danica McKellar,0.12259785586350445,0.2907394487831145,38.0
18,9,Candace Cameron Bure,0.22136982938035327,0.4098515047720366,36.0
18,9,James Maslow,0.20898791413921444,0.4079407937193247,38.0
18,9,Meryl Davis,0.2069735315059587,0.41639761527449576,40.0
18,9,Amy Purdy,0.2037741776158253,0.40796265929014897,39.0
18,9,Charlie White,0.15889454719121981,0.35784742677133,38.0
18,10,Candace Cameron Bure,0.285749901408832,0.5124928705765504,25.9998
18,10,Amy Purdy,0.25377452364226166,0.5124954741538438,29.666600000000003
18,10,Meryl Davis,0.25090771426466724,0.5125362296775378,30.0
18,10,James Maslow,0.20956786048519727,0.46247542538430536,29.0
19,1,Michael Waltrip,0.10207292841709052,0.1692772294921787,25.0
19,1,Tommy Chong,0.09383046181976124,0.16641110698085645,27.0
19,1,Betsey Johnson,0.09330244748263265,0.14706588834270318,20.0
19,1,Antonio Sabato Jr.,0.0885874034837873,0.15579170455887548,25.0
19,1,Lea Thompson,0.08307643353754847,0.16909793891366132,32.0
19,1,Jonathan Bennett,0.08232154090522731,0.1629667021953331,30.0
19,1,Sadie Robertson,0.08046922836911126,0.17186707783123117,34.0
19,1,Alfonso Ribeiro,0.07873145619982916,0.17550564974795613,36.0
19,1,Bethany Mota,0.07670239903378494,0.16272390440989778,32.0
19,1,Janel Parrish,0.07125256816436207,0.14920955741146436,29.0
19,1,Randy Couture,0.064466956635333,0.14780028996844233,31.0
19,1,Tavis Smiley,0.0472990735886753,0.12525606283577756,29.0
19,1,Lolo Jones,0.03788710228838908,0.09702688723446667,22.0
19,2,Michael Waltrip,0.10868801308969822,0.17498635563095155,24.0
19,2,Tommy Chong,0.09659915880126108,0.17394722509938995,28.0
19,2,Betsey Johnson,0.09292599447694759,0.17027406077507645,28.0
19,2,Antonio Sabato Jr.,0.09133852908351975,0.1769738881993053,31.0
19,2,Jonathan Bennett,0.08813245516784834,0.171005383344415,30.0
19,2,Lea Thompson,0.08629909241580387,0.18298417528846495,35.0
19,2,Sadie Robertson,0.08512737093340926,0.1707627300491948,31.0
19,2,Alfonso Ribeiro,0.08340093833117723,0.17179872838618165,32.0
19,2,Bethany Mota,0.08211938039659435,0.17327960139081766,33.0
19,2,Janel Parrish,0.07723378595652812,0.17115643788997031,34.0
19,2,Randy Couture,0.06517447087523488,0.14252253717336377,28.0
19,2,Tavis Smiley,0.042960810394201354,0.12030887669233023,28.0
19,3,Michael Waltrip,0.11389396278928292,0.19321407610350583,28.0
19,3,Tommy Chong,0.10496690244640225,0.2012841828993872,34.0
19,3,Antonio Sabato Jr.,0.10176650788726789,0.18391948239128447,29.0
19,3,Lea Thompson,0.0930829561576889,0.1809016530412928,31.0
19,3,Jonathan Bennett,0.09170975672806486,0.18236131480146245,32.0
19,3,Sadie Robertson,0.09083728621509887,0.18148884428849646,32.0
19,3,Alfonso Ribeiro,0.09035232409011057,0.18100388216350816,32.0
19,3,Bethany Mota,0.08990677893517209,0.20322122652691907,40.0
19,3,Betsey Johnson,0.0837110774134457,0.16586405191746229,29.0
19,3,Janel Parrish,0.08241297512142114,0.19572742271316812,40.0
19,3,Randy Couture,0.05735947213381298,0.13101386306844853,26.0
19,4,Michael Waltrip,0.12582579856925363,0.2039507985690095,25.0
19,4,Tommy Chong,0.11645506907545071,0.20395506907517727,28.0
19,4,Antonio Sabato Jr.,0.11339371566720496,0.20401871566692176,29.0
19,4,Bethany Mota,0.10084027445421802,0.20396527445389576,33.0
19,4,Lea Thompson,0.10036458815490909,0.22223958815452824,39.0
19,4,Sadie Robertson,0.09714398379605102,0.2127689837956897,37.0
19,4,Jonathan Bennett,0.09627647645630048,0.1712764764560661,24.0
19,4,Alfonso Ribeiro,0.09431147598847191,0.2193114759880813,40.0
19,4,Janel Parrish,0.09202542183859046,0.2045254218382389,36.0
19,4,Betsey Johnson,0.06336319591112254,0.15398819591083934,29.0
19,6,Tommy Chong,0.13090568841484226,0.22646882834625673,28.0
19,6,Michael Waltrip,0.12976418860838876,0.23215326710633283,30.0
19,6,Lea Thompson,0.11712563614037562,0.2263406532048493,32.0
19,6,Sadie Robertson,0.11478223217383932,0.2342361570881074,35.0
19,6,Janel Parrish,0.11366707468917653,0.226295061036915,33.0
